CustomerID,CustomerName,Gender,Age,Segment,City,State,Country,ZipCode,AcquisitionChannel,LoyaltyTier,CLV
2444,Harper Martin,Other,44,Wholesale,Toronto,Ontario,Canada,Y0L 5P1,Paid Search,Silver,24.36
2445,Avery Clark,Female,41,Retail,Windsor,Ontario,Canada,N2J 8M4,Direct,Gold,10.97
2446,Jordan Jones,Male,51,Wholesale,Ottawa,Ontario,Canada,V1Y 1J7,YouTube,Gold,16.32
2447,Riley Wilson,Female,42,RepairShop,London,Ontario,Canada,V9H 2N4,Paid Search,Silver,121.16
2448,Kai Taylor,Other,51,RepairShop,Toronto,Ontario,Canada,E3A 5S3,Instagram Ads,None,45.71
2449,Drew Jones,Female,56,Retail,Oakville,Ontario,Canada,V4X 0L5,YouTube,Gold,63.43
2450,Alex Anderson,Male,46,Fleet,Windsor,Ontario,Canada,G5V 0N1,Paid Search,Platinum,67.31
2451,Kai Jones,Male,48,Retail,Ottawa,Ontario,Canada,K4K 3L4,Facebook Ads,Silver,41.29
2452,Kai Johnson,Other,20,RepairShop,Red Deer,Alberta,Canada,R8N 1R9,Marketplace,Platinum,18.21
2453,Shawn Taylor,Other,34,RepairShop,Vancouver,British Columbia,Canada,N7E 2T4,Email,None,26.29
2454,Reese Miller,Other,27,RepairShop,Vancouver,British Columbia,Canada,V9H 9S9,Email,Silver,25.28
2455,Avery Johnson,Male,18,RepairShop,Richmond,British Columbia,Canada,N6C 3G4,Direct,Gold,69.17
2456,Quinn Brown,Male,64,Retail,Winnipeg,Manitoba,Canada,Y9G 5C6,Instagram Ads,Gold,38.99
2457,Elliot Jones,Female,30,RepairShop,Oakville,Ontario,Canada,M2M 5E0,Direct,Gold,38.93
2458,Reese Anderson,Other,68,Retail,Red Deer,Alberta,Canada,G5H 8B2,Paid Search,None,60.27
2459,Rowan Taylor,Other,51,Wholesale,Oakville,Ontario,Canada,B5N 7G3,Direct,Platinum,26.46
2460,Morgan Moore,Other,44,Fleet,Burlington,Ontario,Canada,P3C 6C5,Email,Silver,128.32
2461,Kai White,Male,21,Wholesale,Gatineau,Quebec,Canada,T9Y 6V4,YouTube,Platinum,11.38
2462,Jamie Smith,Female,36,Fleet,Toronto,Ontario,Canada,R7N 4T4,Marketplace,Platinum,32.58
2463,Parker Johnson,Other,46,Wholesale,Kelowna,British Columbia,Canada,A6P 4P1,Instagram Ads,None,17.02
2464,Jordan Davis,Other,34,Retail,Saskatoon,Saskatchewan,Canada,T4L 2E8,Email,Gold,41.11
2465,Harper Thompson,Female,26,Retail,Burlington,Ontario,Canada,A1C 1E4,Direct,Platinum,7.58
2466,Jamie Anderson,Other,52,Retail,Regina,Saskatchewan,Canada,A7S 8L3,YouTube,Platinum,28.96
2467,Parker Smith,Female,61,Retail,Saskatoon,Saskatchewan,Canada,G6X 5P4,Marketplace,Platinum,38.58
2468,Alex Johnson,Female,18,Retail,Ottawa,Ontario,Canada,V6P 6N7,Paid Search,Gold,17.25
2469,Quinn Johnson,Other,49,RepairShop,Winnipeg,Manitoba,Canada,N3G 7X2,Marketplace,None,39.37
2470,Elliot Williams,Female,19,Wholesale,Winnipeg,Manitoba,Canada,J1C 4P0,YouTube,Silver,39.35
2471,Cameron Jones,Female,NULL,Retail,Richmond,British Columbia,Canada,S5Y 4S0,Instagram Ads,Gold,18.34
2472,Reese White,Male,71,RepairShop,Toronto,Ontario,Canada,V8M 3C5,YouTube,Silver,32.60
2473,Avery Miller,Other,19,Fleet,Calgary,Alberta,Canada,H6C 3V5,Referral,Platinum,22.08
2474,Reese Anderson,Other,58,Retail,Halifax,Nova Scotia,Canada,T9N 7C0,Facebook Ads,None,35.95
2475,Rowan White,Other,57,Fleet,Vancouver,British Columbia,Canada,T0P 3G3,Paid Search,Silver,50.76
2476,Jesse Taylor,Other,51,Fleet,Quebec City,Quebec,Canada,V1X 4B3,Facebook Ads,None,8.49
2477,Emerson Jones,Other,65,Fleet,Kelowna,British Columbia,Canada,J9J 4M5,Direct,Silver,19.86
2478,Kia Smith,Female,23,Fleet,Montreal,Quebec,Canada,P6T 8N5,Instagram Ads,Platinum,69.93
2479,Emerson Johnson,Male,20,Retail,Surrey,British Columbia,Canada,P5N 5K8,Marketplace,Platinum,24.82
2480,Rowan Miller,Female,40,RepairShop,Winnipeg,Manitoba,Canada,B7E 4M5,Referral,Silver,53.32
2481,Morgan Jones,Female,18,Retail,Oakville,Ontario,Canada,R0M 4N4,SEO,Silver,63.62
2482,Casey Smith,Other,NULL,RepairShop,Burlington,Ontario,Canada,H2T 0B9,Referral,Gold,18.18
2483,Parker Anderson,Male,63,Fleet,Mississauga,Ontario,Canada,K4P 8Y8,Email,Gold,61.24
2484,Shawn Thompson,Male,63,Fleet,Ottawa,Ontario,Canada,J6K 6P6,Email,Silver,25.40
2485,Morgan Johnson,Other,25,Fleet,Barrie,Ontario,Canada,X8P 1S4,Direct,Platinum,139.97
2486,Jesse Moore,Male,43,Fleet,Barrie,Ontario,Canada,A4X 8H8,SEO,Platinum,32.04
2487,Taylor Jones,Male,25,Wholesale,Toronto,Ontario,Canada,K3V 3H6,Direct,Silver,13.19
2488,Shawn Williams,Female,51,Retail,Regina,Saskatchewan,Canada,V0V 8H8,Email,Silver,56.53
2489,Parker Davis,Other,46,Retail,Surrey,British Columbia,Canada,E6P 3X0,Referral,Platinum,50.69
2490,Riley Miller,Male,57,Wholesale,Ottawa,Ontario,Canada,G8C 6X8,SEO,Silver,8.74
2491,Jesse Taylor,Other,61,Wholesale,Burnaby,British Columbia,Canada,H7T 4X1,YouTube,Silver,27.40
2492,Morgan Davis,Male,21,Wholesale,Richmond,British Columbia,Canada,A4B 2X9,Email,Gold,25.56
2493,Rowan Moore,Other,47,Retail,Edmonton,Alberta,Canada,K0T 9Y3,SEO,Gold,96.69
2494,Quinn White,Female,42,Fleet,Halifax,Nova Scotia,Canada,E9R 7A2,Direct,None,9.93
2495,Drew Smith,Male,57,Fleet,Quebec City,Quebec,Canada,R3E 9H5,SEO,Platinum,18.41
2496,Parker Martin,Other,21,Fleet,Calgary,Alberta,Canada,E5K 4A0,Referral,None,24.50
2497,Harper Smith,Female,70,RepairShop,Moncton,New Brunswick,Canada,A4X 9M5,Email,Gold,20.12
2498,Alex Taylor,Other,23,RepairShop,Oakville,Ontario,Canada,X2G 7P4,Email,Silver,9.62
2499,Cameron Moore,Other,67,Fleet,Richmond,British Columbia,Canada,G0K 4R4,Paid Search,Silver,28.02
2500,Taylor Taylor,Male,57,Wholesale,Hamilton,Ontario,Canada,G3K 0A1,Referral,Gold,20.10
2501,Kai Wilson,Female,42,Wholesale,Richmond,BriXish Columbia,Canada,C7X 8G8,SEO,None,61.77
2502,Morgan Johnson,Other,73,Retail,Toronto,Ontario,Canada,J2R 4E5,Marketplace,None,30.10
2503,Reese JoVnson,Other,61,Retail,Quebec City,Quebec,Canada,P5N 9R0,Paid Search,Silver,78.76
2504,Jesse Taylor,Other,51,Retail,Saskatoon,Saskatchewan,Canada,J6T 2E7,Email,Platinum,31.81
2505,Avery Miller,Other,52,Fleet,Mississauga,Ontario,Canada,S1V 5P9,Email,None,41.43
2506,Parker Moore,Female,61,Wholesale,Red Deer,Alberta,Canada,G8M 9X5,Marketplace,Gold,23.68
2507,Taylor Anderson,Male,45,Fleet,Toronto,Ontario,Canada,E0M 8P8,Paid Search,Silver,26.36
2508,Alex Martin,Male,29,Retail,Brampton,Ontario,Canada,B7G 2S6,Paid Search,Gold,10.00
2509,Emerson Williams,Other,37,Fleet,Hamilton,Ontario,Canada,N4Y 2V0,Direct,Silver,19.27
2510,Harper Taylor,Other,25,RepairShop,Hamilton,Ontario,Canada,L6S 1S1,Direct,Silver,45.84
2511,Morgan Thompson,Male,26,Retail,Saskatoon,Saskatchewan,Canada,P7L 0C9,Instagram Ads,Platinum,31.98
2512,Alex Clark,Male,68,Fleet,Saskatoon,Saskatchewan,Canada,Y6C 1Y4,Facebook Ads,Platinum,98.31
2513,Shawn Moore,Other,34,RepairShop,Kitchener,Ontario,Canada,S1J 7C6,Referral,Gold,28.14
2514,Jamie Miller,Female,42,Retail,Calgary,Alberta,Canada,M3P 3X7,Instagram Ads,Gold,19.00
2515,Emesron Martin,Female,47,Fleet,Winnipeg,Manitoba,Canada,T7V 7R7,Facebook Ads,Gold,50.74
2516,Rowan Clark,Other,50,RepairShop,Surrey,British Columbia,Canada,M6C 1A9,Facebook Ads,None,34.40
2517,Elliot White,Other,70,Retail,Windsor,Ontario,Canada,H1A 2M9,Email,Silver,34.38
2518,Drew Taylor,Male,39,RepairShop,Regina,Saskatchewan,Canada,V9M 0S8,YouTube,Gold,76.95
2519,Quinn Johnson,Other,49,Retail,Gatineau,Quebec,Canada,H3N 1Y6,SEO,Gold,23.17
2520,Taylor Martin,Male,49,Retail,London,Ontario,Canada,P6T 8E7,Instagram Ads,Gold,33.00
2521,Taylor White,Other,29,Wholesale,Burlington,Ontario,Canada,H0K 7J0,Direct,Gold,36.09
2522,Rowan Taylor,Female,60,Fleet,Red Deer,lberta,Canada,R8B 6P5,Paid Search,Silver,21.66
2523,Alex Taylor,Male,65,Wholesale,Oakville,Ontario,Canada,E0J 9R2,Referral,Gold,13.74
2524,Morgan Wilson,Female,57,Retail,Calgary,Alberta,Canada,P0G 3A7,SEO,None,6.60
2525,Alex White,Other,44,Fleet,Regina,Saskatchewan,Canada,L3A 0Y4,Facebook Ads,Silver,38.85
2526,Reese Williams,Male,46,Retail,Brampton,Ontario,Canada,J4J 9T9,YouTube,Gold,15.66
2527,Jamie Miller,Other,61,Fleet,Gatineau,Quebec,Canada,B2L 2V4,Instagram Ads,None,22.27
2528,Avery Miller,Other,52,RepairShop,Moncton,New Brunswick,Canada,R7T 0V7,SEO,Gold,56.24
2529,Kai Moore,Other,28,Fleet,Winnipeg,Manitoba,Canada,A2X 5V5,Marketplace,None,22.33
2530,Taylor Clark,Other,71,RepairShop,Halifax,Nova Scotia,Canada,J4B 4N4,Facebook Ads,Gold,28.75
2531,Rowan Johnson,Other,74,Wholesale,Red Deer,Alberta,Canada,P5K 2Y3,Direct,None,31.20
2532,Harper Taylor,Female,57,RepairShop,Toronto,Ontario,Canada,L5T 7E7,Facebook Ads,Silver,59.03
2533,Rowan Brown,Male,52,Fleet,Hamilton,Ontario,Canada,L8L 8N3,Paid Search,Platinum,25.86
2534,Emerson Clark,Other,57,Retail,Mississauga,Ontario,Canada,K6T 6G9,Facebook Ads,Gold,14.30
2535,Morgan Anderson,Male,34,Wholesale,Regina,Saskatchewan,Canada,C5B 0L2,Email,Silver,43.47
2536,Harper Martin,Female,28,Retail,Burlington,Ontario,Canada,A6A 5R0,Paid Search,None,34.23
2537,Jesse Brown,Other,50,RepairShop,Markham,Ontario,Canada,A2T 4M2,Marketplace,None,32.73
2538,Cameron Taylor,Female,26,Retail,Regina,Saskatchewan,Canada,H1K 4A9,Email,Gold,15.10
2539,Cameron Anderson,Other,19,Fleet,Oakville,Ontario,Canada,X9T 4P6,Facebook Ads,Platinum,63.81
2540,Jamie Martin,Female,23,RepairShop,Barrie,Ontario,Canada,J8N 5G2,Paid Search,Silver,12.98
2541,Alex Wilson,Male,NULL,RepairShop,Winnipeg,Manitoba,Canada,S8C 9S9,Referral,None,49.83
2542,Elliot Miller,Male,48,RepairShop,London,Ontario,Canada,S1J 7E0,Marketplace,Gold,35.51
2543,Harper Taylor,Female,50,Retail,Red Deer,Alberta,Canada,B4K 5X7,Paid Search,None,54.33
2544,Harper Jones,Female,73,RepairShop,Markham,Ontario,Canada,V6C 5L6,Referral,Gold,22.40
2545,Morgan Williams,Other,47,RepairShop,Halifax,Nova Scotia,Canada,L5V 6A5,Instagram Ads,Silver,23.55
2546,Quinn White,Male,49,Retail,Kelowna,British Columbia,Canada,M4M 4C1,Referral,Gold,35.18
2547,Harper Thompson,Other,27,Retail,Quebec City,Quebec,Canada,P2J 7P2,SEO,Platinum,80.98
2548,Elliot Williams,Female,39,RepairShop,Regina,Saskatchewan,Canada,E2H 6Y7,Email,Silver,28.11
2549,Cameron Davis,Other,46,Fleet,Halifax,Nova Scotia,Canada,R3S 0H3,Email,None,58.57
2550,Harper Martin,Other,57,Retail,Regina,Saskatchewan,Canada,T9C 1B7,SEO,Platinum,29.65
2551,Quinn Brown,Female,55,Fleet,Burlington,Ontario,Canada,R7K 6G7,Email,Platinum,13.04
2552,Taylor White,Other,73,Fleet,Quebec City,Quebec,Canada,S2T 6X4,Paid Search,Platinum,17.68
2553,Harper Williams,Male,51,Wholesale,Edmonton,Alberta,Canada,E7M 4V1,Paid Search,None,38.33
2554,Harper White,Male,69,RepairShop,Windsor,Ontario,Canada,E1T 3L9,Direct,None,29.59
2555,Cameron Moore,Male,72,Fleet,Halifax,Nova Scotia,Canada,V5L 9X5,Instagram Ads,Platinum,23.53
2556,Kai Williams,Female,20,Wholesale,London,Ontario,Canada,M1K 4N6,Instagram Ads,Gold,16.05
2557,Drew Martin,Other,29,Fleet,Winnipeg,Manitoba,Canada,X0A 0S9,Instagram Ads,Platinum,60.89
2558,Alex Wilson,Other,37,Fleet,Windsor,Ontari,Canada,Y0H 3R7,Referral,None,248.68
2559,Riley Anderson,Female,40,Retail,Burlington,Ontario,Canada,J0P 5B6,SEO,Gold,11.05
2560,Kai Wilson,Male,65,Retail,Mississauga,Ontario,Canada,T8V 3N8,YouTube,Silver,27.83
2561,Elliot Anderson,Male,52,Wholesale,Brampton,Ontario,Canada,T5L 6E7,Facebook Ads,Silver,24.63
2562,Elliot Smith,Male,37,Wholesale,Hamilton,Ontario,Canada,K5S 4H6,Referral,None,58.12
2563,Jordan Thompson,Female,44,Wholesale,Burnaby,British Columbia,Canada,T6H 5E6,YouTube,Gold,35.64
2564,Rowan Smith,Female,25,Fleet,Winnipeg,Manitoba,Canada,G1L 3V3,Direct,Gold,31.83
2565,Jesse Smith,Other,73,Wholesale,Moncton,New Brunswick,Canada,S9H 1H8,Facebook Ads,Silver,15.89
2566,Alex Johnson,Male,20,Wholesale,Edmonton,Alberta,Canada,N3A 6Y7,SEO,Platinum,7.62
2567,Cameron White,Male,68,RepairShop,Ottawa,Ontario,Canada,V1B 9M2,Paid Search,Silver,10.08
2568,Casey Clark,Other,18,Wholesale,Markham,Ontario,Canada,A8G 7N3,Referral,Silver,22.32
2569,Morgan Thompson,Other,46,RepairShop,Quebec City,Quebec,Canada,K0S 7Y9,Referral,None,33.11
2570,Shawn Jonse,Male,43,Fleet,London,Ontario,Canada,Y8K 5X6,Email,Gold,79.87
2571,Casey Jones,Female,25,Retail,Quebec City,Quebec,Canada,P1N 5S0,SEO,Platinum,226.87
2572,Riley Jones,Other,42,RepairShop,Burlington,Ontario,Canada,H1J 7R3,Direct,Gold,26.34
2573,Riley White,Female,64,Wholesale,Markham,Ontario,Canada,N4H 6N1,Instagram Ads,Silver,51.79
2574,Kai Moore,Other,35,RepairShop,Windsor,Ontario,Canada,X1H 1N3,Referral,Silver,26.16
2575,Jordan Williams,Female,64,Retail,Kelowna,British Columbia,Canada,X9K 2V7,Direct,Silver,33.14
2576,Jamie Anderson,Male,44,Retail,Halifax,Nova Scotia,Canada,X7J 5X3,Marketplace,None,82.87
2577,Alex Johnson,Male,34,Wholesale,Markham,Ontario,Canada,V3B 4P6,Instagram Ads,Gold,47.11
2578,Emerson Thompson,Female,32,Retail,Markham,Ontario,Canada,J7S 3P9,Referral,Silver,7.95
2579,Jordan Thompson,Male,22,Retail,Quebec City,Quebec,Canada,B0T 1S6,YouTube,None,9.01
2580,Jamie White,Other,69,Wholesale,Ottawa,Ontario,Canada,K9E 6K1,Email,Gold,25.78
2581,Shaw nMartin,Female,66,Wholesale,Kelowna,British Columbia,Canada,N3K 5G9,Email,None,49.63
2582,Parker White,Other,62,Wholesale,Winnipeg,Manitoba,Canada,B9K 6Y5,Referral,Platinum,15.99
2583,Rowan Clark,Male,59,RepairShop,Kitchener,Ontario,Canada,V9K 0M3,Direct,Silver,18.63
2584,Jamie Davis,Female,22,Retail,Barrie,Ontario,Canada,J1N 9T0,Instagram Ads,None,52.31
2585,Elliot Johnson,Other,30,RepairShop,Mississauga,Ontario,Canada,N4C 8P1,Facebook Ads,Silver,35.48
2586,Kai Davis,Male,68,RepairShop,Kitchener,Ontario,Canada,N2L 2G0,Instagram Ads,Gold,50.75
2587,Parker Moore,Female,27,RepairShop,Surrey,British Columbia,Canada,G4X 2E4,Email,None,18.31
2588,Kai Jones,Other,30,Retail,Ottawa,Ontario,Canada,V5M 7T4,Direct,Platinum,9.10
2589,Parker Jones,Female,65,Retail,Surrey,British Columbia,Canada,P1M 3G1,Instagram Ads,None,81.59
2590,Shawn Clark,Other,48,Retail,Hamilton,Ontario,Canada,H0Y 5A2,Direct,Platinum,20.11
2591,Quinn Anderson,Other,50,Retail,Surrey,British Columbia,Canada,E1G 5R8,Email,None,25.01
2592,Jesse Martin,Male,60,Retail,Calgary,Alberta,Canada,A4C 1G0,YouTube,None,175.06
2593,Drew Clark,Other,49,RepairShop,Saskatoon,Saskatchewan,Canada,K1R 5P2,SEO,Gold,44.91
2594,Jesse Anderson,Male,71,RepairShop,Hamilton,Ontario,Canada,R1G 6P9,Paid Search,None,83.80
2595,Reese Davis,Female,66,Retail,Gatineau,Quebec,Canada,H3N 4A1,Email,Silver,17.85
2596,Jesse Johnson,Male,58,Wholesale,Oakville,Ontario,Canada,A8L 0J9,Referral,None,12.43
2597,Alex Smith,Male,69,RepairShop,Edmonton,Alberta,Canada,X4N 4R3,Direct,Silver,66.24
2598,Jesse Thompson,Male,68,Fleet,Mississauga,Ontario,Canada,J8N 1A6,Facebook Ads,None,27.61
2599,Avery Anderson,Other,23,Wholesale,Brampton,Ontario,Canada,X5S 1C8,Email,Platinum,15.94
2600,Shawn Thompson,Other,36,Retail,Edmonton,Alberta,Canada,Y3L 9S6,Facebook Ads,Gold,31.47
2601,Morgan Wilson,Male,34,Fleet,Saskatoon,Saskatchewan,Canada,V8H 5M5,SEO,Platinum,42.73
2602,Parker White,Other,56,Fleet,Brampton,Ontario,Canada,P7V 5N0,Direct,None,19.76
2603,Parker Miller,Female,43,Retail,Windsor,Ontario,Canada,X6R 2V0,Email,Gold,25.77
2604,Shawn Miller,Other,38,Fleet,Edmonton,Alberta,Canada,S1K 0Y5,Marketplace,Gold,29.01
2605,Elliot Williams,Female,19,Wholesale,Regina,Saskatchewan,Canada,M6G 2T5,Email,None,57.44
2606,Kai Moore,Female,50,Retail,Kitchener,Ontario,Canada,R6X 7E1,YouTube,Gold,66.16
2607,Elliot Williams,Male,43,Fleet,Gatineau,Quebec,Canada,E6M 4C7,Instagram Ads,Platinum,98.95
2608,Drew Smith,Other,55,Retail,Markham,Ontario,Canada,E9B 2T9,Paid Search,Gold,34.72
2609,Elliot Davis,Female,42,Retail,Saskatoon,Saskatchewan,Canada,C9N 3M8,Referral,Platinum,74.53
2610,Jordan Jones,Other,40,RepairShop,Toronto,Ontario,Canada,V8Y 7X5,YouTube,None,19.08
2611,Taylor Davis,Female,45,Wholesale,London,Ontario,Canada,N8V 2X5,Referral,Platinum,16.21
2612,Rowan Miller,Male,19,RepairShop,Oakville,Ontario,Canada,X3P 8A0,SEO,Silver,132.61
2613,Jesse White,Female,37,RepairShop,Burlington,Ontario,Canada,C5J 4K9,Email,Silver,12.34
2614,Emerson Miller,Other,NULL,Wholesale,Gatineau,Quebec,Canada,Y1J 8K7,Direct,None,11.70
2615,Parker White,Other,73,RepairShop,Brampton,Ontario,Canada,Y5X 2L3,Facebook Ads,None,26.53
2616,Quinn Jones,Male,58,Fleet,Richmond,British Columbia,Canada,B1S 0L1,Marketplace,None,34.69
2617,Riley Miller,Male,63,Wholesale,Richmond,British Columbia,Canada,G5H 0G8,Instagram Ads,Silver,3.05
2618,Riley Martin,Female,24,Wholesale,Oakville,Ontario,Canada,P3R 4C0,Email,Platinum,183.99
2619,Reese Moore,Male,67,RepairShop,Barrie,Ontario,Canada,C1T 2L0,SEO,Gold,28.04
2620,Avery Davis,Female,32,Fleet,Regina,Saskatchewan,Canada,L3P 5G2,Referral,Silver,55.97
2621,Taylor Clark,Female,65,Fleet,Kitchener,Ontario,Canada,X8N 0A1,Instagram Ads,None,28.16
2622,Jesse Williams,Female,28,Retail,Ottawa,Ontario,Canada,G1K 4G7,SEO,None,72.83
2623,Avery Miller,Other,56,Wholesale,Hamilton,Ontario,Canada,H3A 9K4,Marketplace,Silver,29.79
2624,Shawn White,Male,65,Wholesale,Markham,Ontario,Canada,X1X 9P3,Direct,None,4.89
2625,Cameron Brown,Male,68,Wholesale,aGtineau,Quebec,Canada,B6S 2B2,Direct,None,36.19
2626,Elliot Clark,Male,35,RepairShop,Hamilton,Ontario,Canada,L5C 4L1,Facebook Ads,Silver,51.47
2627,Parker Wilson,Other,35,Retail,Mississauga,Ontario,Canada,C7A 5R9,Direct,Silver,47.20
2628,Emerson Moore,Other,20,Fleet,Kitchener,Ontario,Canada,Y3X 2G2,Direct,Silver,71.38
2629,Parker Miller,Female,73,Wholesale,Markham,Ontario,Canada,X9B 9E0,Email,Silver,45.10
2630,Jamie Clark,Female,27,RepairShop,Vancouver,British Columbia,Canada,B3L 1T8,Instagram Ads,Gold,37.40
2631,Quinn White,Other,53,Retail,Halifax,Nova Scotia,Canada,C5L 6S2,Marketplace,None,8.50
2632,Emerson Taylor,Other,73,Fleet,Windsor,Ontario,Canada,Y5G 8C3,YouTube,Platinum,9.74
2633,Emerson Thompson,Other,49,Fleet,Burlington,Ontario,Canada,G0M 5E7,Instagram Ads,Platinum,30.07
2634,Jamie Johnson,Male,68,Retail,Winnipeg,Manitoba,Canada,Y6C 3T5,Paid Search,None,31.61
2635,Avery Miller,Other,57,Retail,Burnaby,British Columbia,Canada,S6N 4E1,Direct,Silver,49.82
2636,Emerson Anderson,Other,NULL,Retail,Toronto,Ontario,Canada,G9E 2K4,Email,None,97.73
2637,Reese Clark,Male,20,Fleet,Richmond,British Columbia,Canada,V3M 1Y5,Email,Gold,39.30
2638,Drew Williams,Female,64,Wholesale,Ottawa,Ontario,Canada,N1G 2R2,Direct,None,16.22
2639,Cameron White,Female,72,Wholesale,Montreal,Quebec,Canada,L7T 1X6,SEO,Platinum,12.68
2640,Casey Taylor,Female,51,Retail,Kitchener,Ontario,Canada,A1X 7K5,YouTube,None,37.52
2641,Rowan Jones,Male,26,RepairShop,Gatineau,Quebec,Canada,C7K 5J4,Facebook Ads,Gold,63.09
2642,Harper Jones,Female,62,Retail,Richmond,British Columbia,Canada,E8H 9B0,Instagram Ads,Silver,27.99
2643,Riley Brown,Male,NULL,Wholesale,Brampton,Ontario,Canada,P0V 8A4,SEO,Silver,26.63
2644,Quinn Smith,Male,67,Fleet,Halifax,Nova Scotai,Canada,C2Y 8R7,Referral,Silver,39.26
2645,Drew Anderson,Male,34,Wholesale,Calgary,Alberta,Canada,S4E 0M9,Email,Silver,26.46
2646,Kai Wilson,Male,46,Wholesale,Montreal,Quebec,Canada,X0B 9X8,SEO,None,23.46
2647,Harper Williams,Female,NULL,Fleet,Burnaby,British Columbia,Canada,H6B 6K1,Email,None,24.38
2648,Emerson Clark,Male,69,Wholesale,Windsor,Ontario,Canada,G1P 2X1,YouTube,Platinum,38.84
2649,Riley Davis,Female,31,Fleet,Toronto,Ontario,Canada,C5N 2H2,Marketplace,Silver,27.62
2650,Elliot Smith,Male,53,Retail,Moncton,New Brunswick,Canada,K3T 7V9,Direct,Gold,30.08
2651,Riley Wilson,Other,66,Fleet,Red Deer,Alberta,Canada,R4E 9B2,Facebook Ads,None,21.82
2652,Emerson Moore,Male,NULL,Fleet,Kitchener,Ontario,Canada,H2E 0L5,Referral,Platinum,9.64
2653,Riley Williams,Other,32,Wholesale,Surrey,British Columbia,Canada,V5H 4A8,Email,Silver,25.29
2654,Morgan Davis,Other,29,Wholesale,Kelowna,British Columbia,Canada,X3R 5S7,Referral,Silver,10.98
2655,Avery White,Male,53,Retail,Burlington,Ontario,Canada,E0L 1P4,Facebook Ads,Gold,24.11
2656,Harper Clark,Female,64,Retail,Gatineau,Quebec,Canada,K3R 1N3,Referral,Platinum,32.42
2657,Shawn White,Other,29,RepairShop,Calgary,Alberta,Canada,J5L 0C0,Marketplace,Silver,37.84
2658,Elliot Johnson,Male,29,Retail,Calgary,Alberta,Canada,L0M 9A3,Referral,Gold,31.93
2659,Emerson Smith,Other,37,Wholesale,Ottawa,Ontario,Canada,G9E 5N4,Direct,Silver,31.14
2660,Elliot Anderson,Male,68,RepairShop,Edmonton,Alberta,Canada,C7X 6S4,Instagram Ads,Gold,9.84
2661,Elliot Martin,Male,36,Wholesale,Moncton,New Brunswick,Canada,T2K 6V5,Direct,Platinum,55.34
2662,Harper Anderson,Female,26,Fleet,Surrey,British Columbia,Canada,M7C 0H2,Direct,None,148.41
2663,Quinn Davis,Other,45,Retail,Montreal,Quebec,Canada,N7J 5H9,Referral,Silver,20.17
2664,Emerson White,Female,67,RepairShop,Hamilton,Ontario,Canada,L7L 4V2,Marketplace,Platinum,11.07
2665,Drew Smith,Male,60,RepairShop,Toronto,Ontario,Canada,V6G 3J3,Instagram Ads,Gold,90.21
2666,Cameron Thompson,Other,23,RepairShop,Ottawa,Ontario,Canada,G6T 8H8,Facebook Ads,None,17.09
2667,Riley Smith,Other,35,RepairShop,Kitchener,Ontario,Canada,S9R 3X8,YouTube,Silver,19.81
2668,Riley Wilson,Other,67,RepairShop,Kitchener,Ontario,Canada,V5P 7H6,Instagram Ads,None,32.40
2669,Quinn White,Male,30,Wholesale,Toronto,Ontario,Canada,G1N 2H9,Email,None,68.59
2670,Jamie Martin,Female,41,Retail,Brampton,nOtario,Canada,K9J 9R4,Instagram Ads,Gold,16.19
2671,Parker Taylor,Other,21,Wholesale,Mississauga,Ontario,Canada,S9C 7Y6,Email,Gold,19.08
2672,Jesse Martin,Male,35,Fleet,Regina,Saskatchewan,Canada,M0S 1N2,Facebook Ads,Platinum,11.76
2673,Rowan Thompson,Female,32,Wholesale,Kitchener,Ontario,Canada,Y7V 5L2,Email,Silver,70.13
2674,Kai Taylor,Male,30,Wholesale,Moncton,New Brunswick,Canada,R3G 5K3,SEO,Silver,13.68
2675,Parker Martin,Other,47,Wholesale,Winnipeg,Manitoba,Canada,S3Y 2E9,YouTube,Gold,29.19
2676,Emerson Miller,Female,53,RepairShop,Vancouver,British Columbia,Canada,B6B 9K0,Email,Silver,27.56
2677,Elliot Wilson,Female,48,Wholesale,Barrie,Ontario,Canada,X8T 5P9,Direct,Gold,11.61
2678,Casey Johnson,Male,51,Fleet,Hamilton,Ontario,Canada,J3X 8Y8,Email,Gold,23.93
2679,Jamie Taylor,Male,27,Retail,Kelowna,British Columbia,Canada,K1E 5V8,Marketplace,Gold,77.19
2680,Jamie Jones,Male,27,Wholesale,Montreal,Quebec,Canada,R9V 9G1,Instagram Ads,None,125.22
2681,Casey Thompson,Male,65,Fleet,Surrey,British Columbia,Canada,E0Y 6P3,Paid Search,Gold,43.68
2682,Reese Moore,Male,51,Retail,Edmonton,Alberta,Canada,C5T 2V1,Instagram Ads,Silver,177.53
2683,Taylor Moore,Other,20,Wholesale,Moncton,New Brunswick,Canada,N7R 9K0,Marketplace,None,30.03
2684,Avery Martin,Female,46,RepairShop,Richmond,British Columbia,Canada,E9V 2X3,SEO,Gold,76.26
2685,Alex Clark,Female,20,Retail,Brampton,Ontario,Canada,J6C 9E5,Direct,None,14.94
2686,Riley Martin,Male,NULL,RepairShop,Toronto,Ontario,Canada,V1J 6L0,SEO,None,68.71
2687,Cameron Moore,Male,30,RepairShop,Kitchener,Ontario,Canada,N8T 4A3,Referral,Gold,20.69
2688,Kai Jones,Other,43,Wholesale,Montreal,Quebec,Canada,L6M 7P8,Email,Platinum,36.50
